,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_srad,koi_teq
2048,6422155,K00510.01,Kepler-172 b,CONFIRMED,2.940304817,2.7226,472.4,2.59,5527.0,1.054,1256.0
2049,6665695,K00561.01,Kepler-601 b,CONFIRMED,5.378868001,2.7222,483.4,1.86,5077.0,0.774,833.0
2050,6707833,K00563.01,Kepler-602 b,CONFIRMED,15.28467725,6.0768,321.3,2.7,5763.0,1.374,852.0
2051,6786037,K00564.01,Kepler-603 b,CONFIRMED,21.05349939,7.1605,496.6,2.75,5751.0,1.247,731.0
2052,6786037,K00564.02,Kepler-603 c,CONFIRMED,127.905412,14.475,4020.6,8.03,5751.0,1.247,401.0
2053,6786037,K00564.03,Kepler-603 d,CONFIRMED,6.21716039,4.4289,211.2,1.81,5751.0,1.247,1098.0
2054,5351250,K00408.01,Kepler-150 c,CONFIRMED,7.381980206,3.1152,1433.8,3.42,5559.0,0.914,876.0
2055,8043638,K00460.01,Kepler-559 b,CONFIRMED,17.58751692,4.3773,1377.8,4.03,5433.0,1.107,706.0
2056,8845205,K00463.01,Kepler-560 b,CONFIRMED,18.47762694,1.94,2604.6,1.55,3395.0,0.283,267.0
2057,8890783,K00464.01,Kepler-561 b,CONFIRMED,58.36205791,6.3363,5374.7,7.02,5592.0,0.953,446.0
2058,8890783,K00464.02,Kepler-561 c,CONFIRMED,5.350156114,2.2647,764.8,2.6,5592.0,0.953,989.0
2059,6422155,K00510.02,Kepler-172 c,CONFIRMED,6.38899658,3.5032,543.3,2.89,5527.0,1.054,970.0
2060,6422155,K00510.03,Kepler-172 d,CONFIRMED,14.62709685,4.097,396.4,2.7,5527.0,1.054,736.0
2061,6422155,K00510.04,Kepler-172 e,CONFIRMED,35.1184432,4.59,542.4,3.26,5527.0,1.054,550.0
2062,6451936,K00511.01,Kepler-173 c,CONFIRMED,8.00579096,3.0549,629.7,2.36,6032.0,0.935,956.0
2063,6451936,K00511.02,Kepler-173 b,CONFIRMED,4.26374378,2.2725,182.0,1.28,6032.0,0.935,1179.0
2064,8056665,K00089.01,Kepler-462 b,CONFIRMED,84.6877524,10.0248,347.7,3.37,6688.0,1.79,611.0
2065,7119481,K00566.01,Kepler-604 b,CONFIRMED,25.85499978,3.8737,610.5,2.4,6122.0,0.964,637.0
2066,7445445,K00567.01,Kepler-184 b,CONFIRMED,10.68758211,3.3812,777.7,2.64,5788.0,0.848,780.0
2067,7445445,K00567.02,Kepler-184 c,CONFIRMED,20.30303506,4.5038,533.4,2.16,5788.0,0.848,630.0
2068,5351250,K00408.02,Kepler-150 d,CONFIRMED,12.56096618,3.7647,923.1,2.74,5559.0,0.914,734.0
2069,5351250,K00408.03,Kepler-150 e,CONFIRMED,30.8261043,5.914,742.2,3.18,5559.0,0.914,544.0
2070,6850504,K00070.02,Kepler-20 b,CONFIRMED,3.696121272,2.463,383.4,1.78,5465.0,0.925,1095.0
2071,5351250,K00408.04,Kepler-150 b,CONFIRMED,3.42806306,2.417,178.4,1.21,5559.0,0.914,1131.0
2072,5444548,K00409.01,Kepler-545 b,CONFIRMED,13.24931848,4.4859,647.6,2.86,5799.0,1.078,806.0
2073,9583881,K00467.01,Kepler-562 b,CONFIRMED,18.00932214,4.9611,3004.4,4.96,5815.0,0.877,658.0
2074,9589524,K00468.01,Kepler-563 b,CONFIRMED,22.18431824,3.0397,1593.0,3.18,5157.0,0.818,546.0
2075,10187017,K00082.05,Kepler-102 b,CONFIRMED,5.28691996,2.579,41.5,0.51,4900.0,0.741,792.0
2076,6838050,K00512.01,Kepler-583 b,CONFIRMED,6.51003001,3.3095,602.8,2.78,5638.0,1.153,1017.0
2077,6937692,K00513.01,Kepler-584 b,CONFIRMED,35.18105723,7.545,987.7,4.17,6520.0,1.215,664.0
2078,7445445,K00567.03,Kepler-184 d,CONFIRMED,29.02235217,4.0263,637.6,2.55,5788.0,0.848,559.0
2079,7595157,K00568.01,Kepler-605 b,CONFIRMED,3.383540239,1.403,255.7,1.65,5300.0,0.986,1133.0
2080,7595157,K00568.02,Kepler-605 c,CONFIRMED,2.358952404,1.593,94.1,0.96,5300.0,0.986,1278.0
2081,8008206,K00569.01,Kepler-185 c,CONFIRMED,20.72904234,2.8066,561.7,1.94,4979.0,0.803,530.0
2082,8008206,K00569.02,Kepler-185 b,CONFIRMED,1.632916419,1.5599,209.2,1.13,4979.0,0.803,1237.0
2083,5683743,K00412.01,Kepler-546 b,CONFIRMED,4.147021189,2.8997,3680.7,7.31,5818.0,1.205,1258.0
2084,5791986,K00413.01,Kepler-151 b,CONFIRMED,15.22895514,2.5967,1124.8,3.0,5456.0,0.812,639.0
2085,5791986,K00413.02,Kepler-151 c,CONFIRMED,24.67458244,3.2648,650.6,2.33,5456.0,0.812,544.0
2086,9844088,K00470.01,Kepler-564 b,CONFIRMED,3.750832927,1.9457,2397.9,4.61,5776.0,0.95,1129.0
2087,10019643,K00471.01,Kepler-163 c,CONFIRMED,21.34736612,4.184,630.5,3.2,5395.0,1.071,648.0
2088,10019643,K00471.02,Kepler-163 b,CONFIRMED,7.81100952,3.231,126.7,1.36,5395.0,1.071,906.0
2089,10123064,K00472.01,Kepler-565 b,CONFIRMED,4.243748097,3.3603,1409.7,3.16,5873.0,0.843,1063.0
2090,8015907,K00517.01,Kepler-585 b,CONFIRMED,2.752359689,2.0722,791.9,2.54,5461.0,0.897,1178.0
2091,8017703,K00518.01,Kepler-174 b,CONFIRMED,13.98177862,2.958,1018.4,2.09,4859.0,0.651,553.0
2092,8017703,K00518.02,Kepler-174 c,CONFIRMED,44.0003975,5.1115,599.6,1.56,4859.0,0.651,377.0
2093,8017703,K00518.03,Kepler-174 d,CONFIRMED,247.354914,8.677,1291.8,2.29,4859.0,0.651,212.0
2094,8056665,K00089.02,Kepler-462 c,CONFIRMED,207.5829306,7.0686,505.1,4.52,6688.0,1.79,453.0
2095,8120608,K00571.01,Kepler-186 c,CONFIRMED,7.26731094,2.2691,659.1,1.14,3751.0,0.443,464.0
2096,8120608,K00571.02,Kepler-186 d,CONFIRMED,13.3430025,2.7399,799.7,1.29,3751.0,0.443,379.0
2097,8120608,K00571.03,Kepler-186 b,CONFIRMED,3.886795001,1.7574,471.3,0.97,3751.0,0.443,571.0
2098,8120608,K00571.04,Kepler-186 e,CONFIRMED,22.40777833,3.2881,661.3,1.15,3751.0,0.443,319.0
2099,6850504,K00070.03,Kepler-20 d,CONFIRMED,77.6114427,7.1786,814.5,2.59,5465.0,0.925,397.0
2100,6508221,K00416.01,Kepler-152 b,CONFIRMED,18.20795835,3.7965,1596.9,3.08,5176.0,0.738,551.0
2101,10155434,K00473.01,Kepler-1720 b,CONFIRMED,12.70636123,2.395,871.7,2.75,5573.0,0.839,697.0
2102,10460984,K00474.01,Kepler-164 c,CONFIRMED,10.94577783,3.0937,532.8,2.84,5888.0,1.097,881.0
2103,10460984,K00474.02,Kepler-164 d,CONFIRMED,28.9869016,3.6233,471.6,2.7,5888.0,1.097,637.0
2104,10460984,K00474.03,Kepler-164 e,CONFIRMED,94.886902,6.923,641.7,4.24,5888.0,1.097,429.0
2105,10460984,K00474.04,Kepler-164 b,CONFIRMED,5.03505665,1.804,151.5,1.63,5888.0,1.097,1141.0
2106,8022244,K00519.01,Kepler-175 b,CONFIRMED,11.90352088,4.297,633.0,2.56,6063.0,1.001,827.0
2107,2571238,K00084.01,Kepler-19 b,CONFIRMED,9.286964466,3.3649,691.7,2.1,5546.0,0.81,762.0
2108,8022244,K00519.02,Kepler-175 c,CONFIRMED,34.0350605,6.695,727.8,2.76,6063.0,1.001,583.0
2109,8037145,K00520.01,Kepler-176 c,CONFIRMED,12.75934489,3.5889,882.1,2.58,4963.0,0.826,633.0
2110,8037145,K00520.02,Kepler-176 b,CONFIRMED,5.433132902,2.4012,328.2,1.61,4963.0,0.826,841.0
2111,8193178,K00572.01,Kepler-187 c,CONFIRMED,10.64021008,5.4381,455.3,2.87,6112.0,1.233,963.0
2112,8193178,K00572.02,Kepler-187 b,CONFIRMED,4.93883135,4.388,123.5,1.44,6112.0,1.233,1244.0
2113,8344004,K00573.01,Kepler-188 c,CONFIRMED,5.996533443,3.3129,711.4,2.96,5622.0,1.089,1025.0
2114,8344004,K00573.02,Kepler-188 b,CONFIRMED,2.06190864,1.9743,214.0,1.63,5622.0,1.089,1463.0
2115,8355239,K00574.01,Kepler-189 c,CONFIRMED,20.13490007,3.7962,1035.2,2.98,4963.0,0.826,544.0
2116,6508221,K00416.02,Kepler-152 c,CONFIRMED,88.2553729,4.539,1132.2,2.96,5176.0,0.738,326.0
2117,8352537,K00420.01,Kepler-547 b,CONFIRMED,6.010383339,2.1939,2652.1,3.8,4882.0,0.738,768.0
2118,10577994,K00475.01,Kepler-165 b,CONFIRMED,8.1808949,2.7546,723.5,2.1,5081.0,0.77,716.0
2119,10577994,K00475.02,Kepler-165 c,CONFIRMED,15.31296388,3.0935,864.9,2.34,5081.0,0.77,581.0
2120,10599206,K00476.01,Kepler-566 b,CONFIRMED,18.42794957,2.9264,706.6,2.24,4768.0,0.779,526.0
2121,10227020,K00730.01,Kepler-223 d,CONFIRMED,14.78767172,6.1191,781.8,3.46,5814.0,1.248,827.0
2122,4563268,K00627.02,Kepler-625 c,CONFIRMED,4.16536757,3.2935,120.0,1.0,5604.0,0.912,1048.0
2123,4644604,K00628.01,Kepler-626 b,CONFIRMED,14.48584765,3.1365,457.1,2.88,5784.0,1.085,784.0
2124,4656049,K00629.01,Kepler-627 b,CONFIRMED,40.6992062,7.074,429.9,3.2,6419.0,1.362,685.0
2125,4742414,K00631.01,Kepler-628 b,CONFIRMED,15.458056682,8.79536,4253.2,9.11,5868.0,1.407,871.0
2126,7764367,K00685.01,Kepler-644 b,CONFIRMED,3.173914037,3.6069,303.0,3.07,6432.0,1.584,1655.0
2127,10227020,K00730.02,Kepler-223 c,CONFIRMED,9.84824649,5.7471,436.7,2.68,5814.0,1.248,947.0
2128,10227020,K00730.03,Kepler-223 e,CONFIRMED,19.7243672,7.202,577.9,3.57,5814.0,1.248,751.0
2129,6678383,K00111.03,Kepler-104 d,CONFIRMED,51.75530504,7.4355,609.2,2.61,5979.0,1.005,515.0
2130,10227020,K00730.04,Kepler-223 b,CONFIRMED,7.38443269,5.7351,349.8,2.42,5814.0,1.248,1042.0
2131,4827723,K00632.01,Kepler-629 b,CONFIRMED,7.23858162,3.1199,268.2,1.34,5411.0,0.831,816.0
2132,4841374,K00633.01,Kepler-630 b,CONFIRMED,161.4746786,10.572,828.2,3.25,5761.0,1.044,343.0
2133,5020319,K00635.01,Kepler-1725 b,CONFIRMED,16.71987303,3.317,523.1,2.52,6020.0,1.085,767.0
2134,8161561,K00688.01,Kepler-645 b,CONFIRMED,3.275821982,3.0427,274.9,3.54,6185.0,1.972,1730.0
2135,8361905,K00689.01,Kepler-646 b,CONFIRMED,15.87360981,3.5246,415.6,1.53,5656.0,0.737,632.0
2136,12116489,K00547.03,Kepler-595 c,CONFIRMED,12.3860474,2.604,151.3,1.11,5121.0,0.888,679.0
2137,11250587,K00107.01,Kepler-464 b,CONFIRMED,7.256962446,4.9402,463.2,3.53,5858.0,1.549,1163.0
2138,8480285,K00691.01,Kepler-647 c,CONFIRMED,29.66631669,8.412,668.0,2.83,5956.0,1.098,644.0
2139,8480285,K00691.02,Kepler-647 b,CONFIRMED,16.2254975,6.471,120.4,1.21,5956.0,1.098,788.0
2140,10265898,K00732.01,Kepler-656 b,CONFIRMED,1.260258822,1.8594,1130.7,3.57,5550.0,0.954,1569.0
2141,10265898,K00732.03,Kepler-656 c,CONFIRMED,5.25449393,3.078,169.0,1.41,5550.0,0.954,975.0
2142,10271806,K00733.01,Kepler-224 c,CONFIRMED,5.924993927,2.8874,1608.1,3.15,5016.0,0.679,758.0
2143,10271806,K00733.02,Kepler-224 d,CONFIRMED,11.34934848,3.1101,1249.8,2.39,5016.0,0.679,610.0
2144,5113822,K00638.01,Kepler-199 b,CONFIRMED,23.6421965,5.018,1102.2,2.9,5750.0,0.882,595.0
2145,5113822,K00638.02,Kepler-199 c,CONFIRMED,67.0930642,7.334,1254.2,3.51,5750.0,0.882,420.0
2146,5120087,K00639.01,Kepler-631 b,CONFIRMED,17.97979816,5.5828,459.1,2.89,6141.0,1.352,828.0
2147,5121511,K00640.01,Kepler-632 b,CONFIRMED,30.99664113,2.9182,655.3,2.43,5324.0,0.853,500.0
2148,8557374,K00692.01,Kepler-213 b,CONFIRMED,2.462344253,1.8113,180.1,1.33,5736.0,1.008,1326.0
2149,8557374,K00692.02,Kepler-213 c,CONFIRMED,4.822969318,0.8752,332.1,2.22,5736.0,1.008,1060.0
2150,8738735,K00693.01,Kepler-214 c,CONFIRMED,28.7796446,8.349,253.2,1.95,6000.0,1.044,619.0
2151,8738735,K00693.02,Kepler-214 b,CONFIRMED,15.66057688,7.012,384.1,2.05,6000.0,1.044,758.0
2152,8802165,K00694.01,Kepler-648 b,CONFIRMED,17.42115972,4.9974,928.1,3.11,5679.0,0.972,674.0
2153,10271806,K00733.03,Kepler-224 b,CONFIRMED,3.13295351,2.2207,435.2,1.39,5016.0,0.679,937.0
2154,10271806,K00733.04,Kepler-224 e,CONFIRMED,18.64349986,1.8491,813.4,2.14,5016.0,0.679,517.0
2155,10272442,K00734.01,Kepler-657 b,CONFIRMED,24.5434566,7.2518,1151.3,3.08,5955.0,0.91,616.0
2156,10984090,K00112.01,Kepler-466 b,CONFIRMED,51.07926451,6.3729,736.8,2.75,5833.0,1.022,503.0
2157,8805348,K00695.01,Kepler-649 b,CONFIRMED,29.90721859,4.8475,588.0,2.16,5739.0,0.896,564.0
2158,8878187,K00697.01,Kepler-650 b,CONFIRMED,3.032147946,3.8627,488.6,3.62,5827.0,1.447,1507.0
2159,4914423,K00108.01,Kepler-103 b,CONFIRMED,15.96532718,4.5837,482.2,3.33,5880.0,1.433,872.0
2160,10340423,K00736.01,Kepler-225 c,CONFIRMED,18.79418506,3.2906,1529.0,2.33,4126.0,0.602,412.0
2161,10340423,K00736.02,Kepler-225 b,CONFIRMED,6.73893544,2.813,601.3,1.44,4126.0,0.602,579.0
2162,10358759,K00738.01,Kepler-29 b,CONFIRMED,10.3392408,3.075,1184.6,2.98,5730.0,0.87,777.0
2163,5374854,K00645.01,Kepler-633 b,CONFIRMED,8.50339249,2.9569,188.9,1.95,5877.0,1.265,1021.0
2164,5374854,K00645.02,Kepler-633 c,CONFIRMED,23.7832097,7.939,256.5,2.01,5877.0,1.265,725.0
2165,5531694,K00647.01,Kepler-634 b,CONFIRMED,5.16949729,4.5122,210.6,2.06,6011.0,1.409,1309.0
2166,8962094,K00700.01,Kepler-215 d,CONFIRMED,30.86436512,2.9557,551.3,2.23,5677.0,0.828,527.0
2167,8962094,K00700.02,Kepler-215 b,CONFIRMED,9.36059705,3.2069,236.5,1.42,5677.0,0.828,784.0
2168,8962094,K00700.03,Kepler-215 c,CONFIRMED,14.6672293,3.742,198.1,1.21,5677.0,0.828,675.0
2169,8962094,K00700.04,Kepler-215 e,CONFIRMED,68.1609897,5.662,295.6,1.45,5677.0,0.828,405.0
2170,10358759,K00738.02,Kepler-29 c,CONFIRMED,13.28689997,3.2825,1039.6,2.78,5730.0,0.87,715.0
2171,10386984,K00739.01,Kepler-658 b,CONFIRMED,1.287076693,1.4942,729.4,1.39,3736.0,0.525,871.0
2172,10395381,K00740.01,Kepler-659 b,CONFIRMED,17.6717714,3.4202,918.6,2.44,4869.0,0.687,513.0
2173,5613330,K00649.01,Kepler-635 b,CONFIRMED,23.44970494,8.6567,315.6,2.71,6188.0,1.524,802.0
2174,8456679,K00102.01,Kepler-1990 b,CONFIRMED,1.73513619,2.2741,952.6,3.27,5751.0,1.071,1554.0
2175,5786676,K00650.01,Kepler-1665 b,CONFIRMED,11.95474513,2.1433,903.4,5.15,5059.0,1.657,906.0
2176,5796675,K00652.01,Kepler-636 b,CONFIRMED,16.080657264,2.8701,3076.0,4.43,5303.0,0.817,614.0
2177,9002278,K00701.01,Kepler-62 d,CONFIRMED,18.16407304,2.9355,943.2,1.98,4926.0,0.662,508.0
2178,9002278,K00701.02,Kepler-62 b,CONFIRMED,5.71489692,2.3572,425.9,1.33,4926.0,0.662,747.0
2179,9002278,K00701.03,Kepler-62 e,CONFIRMED,122.3858681,7.123,711.1,1.72,4926.0,0.662,269.0
2180,4914423,K00108.02,Kepler-103 c,CONFIRMED,179.609803,13.755,1273.0,5.47,5880.0,1.433,389.0
2181,5941160,K00654.01,Kepler-200 b,CONFIRMED,8.59481851,3.254,336.5,1.75,5675.0,0.915,854.0
2182,5941160,K00654.02,Kepler-200 c,CONFIRMED,10.22215697,1.1939,238.2,1.72,5675.0,0.915,806.0
2183,5966154,K00655.01,Kepler-201 b,CONFIRMED,25.6721559,5.9629,387.1,2.68,6034.0,1.179,683.0
2184,5966154,K00655.02,Kepler-201 c,CONFIRMED,151.8851881,12.091,360.6,2.47,6034.0,1.179,378.0
2185,9266431,K00704.01,Kepler-1726 b,CONFIRMED,18.39629744,2.7838,680.2,2.47,5316.0,0.804,582.0
2186,9458613,K00707.01,Kepler-33 d,CONFIRMED,21.77568158,7.9588,797.9,4.76,5900.0,1.694,853.0
2187,9458613,K00707.02,Kepler-33 f,CONFIRMED,41.0283424,9.8052,541.4,3.92,5900.0,1.694,691.0
2188,6020753,K00657.01,Kepler-202 b,CONFIRMED,4.069425638,2.0396,549.1,1.53,4671.0,0.68,802.0
2189,8456679,K00102.02,Kepler-1990 c,CONFIRMED,4.06844957,2.8349,79.8,0.98,5751.0,1.071,1170.0
2190,6020753,K00657.02,Kepler-202 c,CONFIRMED,16.28247625,2.9227,792.6,1.88,4671.0,0.68,505.0
2191,6062088,K00658.01,Kepler-203 b,CONFIRMED,3.162692075,1.9529,503.7,2.61,5821.0,1.085,1308.0
2192,9458613,K00707.03,Kepler-33 e,CONFIRMED,31.7848157,8.8077,444.5,3.55,5900.0,1.694,752.0
2193,9458613,K00707.04,Kepler-33 c,CONFIRMED,13.17555999,6.6677,280.0,2.82,5900.0,1.694,1009.0
2194,9458613,K00707.05,Kepler-33 b,CONFIRMED,5.66815821,4.9064,119.7,1.85,5900.0,1.694,1336.0
2195,9530945,K00708.01,Kepler-216 c,CONFIRMED,17.40665216,6.864,586.9,2.95,6086.0,1.216,814.0
2196,6062088,K00658.02,Kepler-203 c,CONFIRMED,5.370639542,2.1121,491.3,2.54,5821.0,1.085,1096.0
2197,6062088,K00658.03,Kepler-203 d,CONFIRMED,11.32977062,3.845,162.4,1.37,5821.0,1.085,855.0
2198,6125481,K00659.01,Kepler-637 b,CONFIRMED,23.20579353,4.3243,342.5,5.86,5460.0,3.231,1002.0
2199,6267535,K00660.01,Kepler-638 b,CONFIRMED,6.07972016,7.1228,290.8,2.32,5460.0,1.346,1111.0
2200,6347299,K00661.01,Kepler-204 b,CONFIRMED,14.40090414,4.1682,379.6,2.71,5815.0,1.198,828.0
2201,9530945,K00708.02,Kepler-216 b,CONFIRMED,7.69363627,5.0324,295.1,2.12,6086.0,1.216,1069.0
2202,9578686,K00709.01,Kepler-651 b,CONFIRMED,21.3851584,4.0819,663.9,2.17,5376.0,0.825,574.0
2203,9590976,K00710.01,Kepler-217 b,CONFIRMED,5.37493289,3.9567,155.8,2.12,6167.0,1.689,1413.0
2204,9590976,K00710.02,Kepler-217 c,CONFIRMED,8.58600968,3.3443,102.1,1.84,6167.0,1.689,1208.0
2205,9590976,K00710.03,Kepler-217 d,CONFIRMED,3.88688862,3.683,58.3,1.29,6167.0,1.689,1574.0
2206,4832837,K00605.01,Kepler-621 b,CONFIRMED,2.628117322,1.8289,936.8,1.77,3939.0,0.557,737.0
2207,6347299,K00661.02,Kepler-204 c,CONFIRMED,25.6613816,4.459,166.5,1.78,5815.0,1.198,683.0
2208,6365156,K00662.01,Kepler-639 b,CONFIRMED,10.21418792,5.8201,303.8,2.29,5843.0,1.332,957.0
2209,6425957,K00663.01,Kepler-205 b,CONFIRMED,2.755637216,1.8559,536.7,1.37,4121.0,0.553,757.0
2210,2444412,K00103.01,Kepler-1710 b,CONFIRMED,14.91095177,3.325,864.5,2.62,5650.0,0.899,694.0
2211,6425957,K00663.02,Kepler-205 c,CONFIRMED,20.30652862,2.8014,715.4,1.58,4121.0,0.553,389.0
2212,9597345,K00711.01,Kepler-218 c,CONFIRMED,44.6996563,6.2289,837.7,3.05,5497.0,1.046,500.0
2213,9597345,K00711.02,Kepler-218 b,CONFIRMED,3.619309734,3.0504,206.6,1.47,5497.0,1.046,1156.0
2214,9597345,K00711.03,Kepler-218 d,CONFIRMED,124.5245224,9.654,689.9,2.69,5497.0,1.046,356.0
2215,5686174,K00610.01,Kepler-622 b,CONFIRMED,14.28228147,2.6588,983.2,1.82,4102.0,0.595,446.0
2216,6462863,K00094.04,Kepler-89 b,CONFIRMED,3.743166733,3.6888,126.3,1.5,6181.0,1.331,1423.0
2217,6442340,K00664.01,Kepler-206 c,CONFIRMED,13.13747785,4.8655,212.8,1.85,5762.0,1.143,825.0
2218,6442340,K00664.02,Kepler-206 b,CONFIRMED,7.78199862,3.947,106.9,1.32,5762.0,1.143,983.0
2219,6442340,K00664.03,Kepler-206 d,CONFIRMED,23.4433748,5.768,85.0,1.29,5762.0,1.143,681.0
2220,6685609,K00665.01,Kepler-207 d,CONFIRMED,5.868066282,4.1246,436.5,3.6,5918.0,1.555,1254.0
2221,6685609,K00665.02,Kepler-207 b,CONFIRMED,1.61189046,3.0792,101.1,1.72,5918.0,1.555,1930.0
2222,9450647,K00110.01,Kepler-465 b,CONFIRMED,9.940666412,3.9092,520.2,2.87,6215.0,1.259,996.0
2223,9702072,K00714.01,Kepler-652 b,CONFIRMED,4.182001885,2.2209,847.4,2.46,5328.0,0.865,974.0
2224,9873254,K00717.01,Kepler-653 b,CONFIRMED,14.70749512,3.1506,262.0,2.04,5676.0,1.28,819.0
2225,6587002,K00612.01,Kepler-196 b,CONFIRMED,20.73989406,3.1505,616.1,2.11,5132.0,0.77,536.0
2226,6587002,K00612.02,Kepler-196 c,CONFIRMED,47.4277116,5.2679,820.4,2.33,5132.0,0.77,407.0
2227,7368664,K00614.01,Kepler-434 b,CONFIRMED,12.874712426,2.2491,3860.7,11.26,5963.0,1.424,926.0
2228,6685609,K00665.03,Kepler-207 c,CONFIRMED,3.07155284,4.0935,86.0,1.65,5918.0,1.555,1556.0
2229,6707835,K00666.01,Kepler-640 b,CONFIRMED,22.24814617,4.1483,613.7,2.72,5629.0,0.943,609.0
2230,10318874,K00104.01,Kepler-94 b,CONFIRMED,2.508057497,1.1134,1507.6,3.25,4780.0,0.761,997.0
2231,9873254,K00717.02,Kepler-653 c,CONFIRMED,0.900375925,1.257,41.4,0.82,5676.0,1.28,2078.0
2232,9884104,K00718.01,Kepler-219 b,CONFIRMED,4.585466941,3.4437,383.5,3.29,5788.0,1.495,1307.0
2233,9884104,K00718.02,Kepler-219 c,CONFIRMED,22.71443351,6.0875,575.1,4.01,5788.0,1.495,766.0
2234,9884104,K00718.03,Kepler-219 d,CONFIRMED,47.903427,6.191,379.3,3.55,5788.0,1.495,598.0
2235,9950612,K00719.01,Kepler-220 c,CONFIRMED,9.034190783,1.5501,577.6,1.8,4499.0,0.639,586.0
2236,10353968,K00618.01,Kepler-623 b,CONFIRMED,9.07098164,2.6903,1026.2,2.94,5672.0,0.929,825.0
2237,11773022,K00620.01,Kepler-51 b,CONFIRMED,45.15535633,5.7845,6208.7,7.65,6046.0,0.972,523.0
2238,7033671,K00670.01,Kepler-641 b,CONFIRMED,9.48965527,3.587,262.2,2.16,5672.0,1.204,926.0
2239,7040629,K00671.01,Kepler-208 b,CONFIRMED,4.22865217,3.3275,150.0,1.83,5966.0,1.499,1379.0
2240,7040629,K00671.02,Kepler-208 c,CONFIRMED,7.46662068,3.87,120.9,1.65,5966.0,1.499,1141.0
2241,7040629,K00671.03,Kepler-208 e,CONFIRMED,16.25951967,3.854,129.5,1.72,5966.0,1.499,880.0
2242,7040629,K00671.04,Kepler-208 d,CONFIRMED,11.1317901,4.051,95.5,1.47,5966.0,1.499,999.0
2243,9950612,K00719.02,Kepler-220 d,CONFIRMED,28.1224393,4.174,194.3,0.9,4499.0,0.639,401.0
2244,6678383,K00111.01,Kepler-104 b,CONFIRMED,11.427550984,4.6074,500.9,2.35,5979.0,1.005,852.0
2245,9950612,K00719.03,Kepler-220 e,CONFIRMED,45.9029768,5.0041,361.8,1.18,4499.0,0.639,341.0
2246,9950612,K00719.04,Kepler-220 b,CONFIRMED,4.159816554,1.6261,160.3,0.86,4499.0,0.639,759.0
2247,9963524,K00720.01,Kepler-221 c,CONFIRMED,5.69059163,2.557,1384.3,3.1,5244.0,0.81,860.0
2248,5780885,K00097.01,Kepler-7 b,CONFIRMED,4.885488596,5.16165,7458.4,16.66,6036.0,1.909,1496.0
2249,11773022,K00620.02,Kepler-51 d,CONFIRMED,130.17802962,8.4534,11570.9,10.44,6046.0,0.972,367.0
2250,11773022,K00620.03,Kepler-51 c,CONFIRMED,85.3162004,2.7441,1902.6,6.34,6046.0,0.972,423.0
2251,12068975,K00623.01,Kepler-197 c,CONFIRMED,10.34973276,4.4859,119.0,1.44,6003.0,1.109,930.0
2252,7115785,K00672.01,Kepler-209 b,CONFIRMED,16.08786246,3.095,612.5,2.56,5506.0,0.914,668.0
2253,7115785,K00672.02,Kepler-209 c,CONFIRMED,41.74938613,5.6098,1055.4,2.94,5506.0,0.914,486.0
2254,7124613,K00673.01,Kepler-642 b,CONFIRMED,4.41746257,2.965,291.0,3.95,6570.0,2.297,1810.0
2255,8711794,K00105.01,Kepler-463 b,CONFIRMED,8.981014925,1.8478,1059.3,3.14,5666.0,0.967,880.0
2256,7277317,K00674.01,Kepler-643 b,CONFIRMED,16.33888067,9.3599,1718.4,10.47,4877.0,2.595,963.0
2257,9963524,K00720.02,Kepler-221 d,CONFIRMED,10.04157214,2.6577,1114.0,2.97,5244.0,0.81,712.0
2258,9963524,K00720.03,Kepler-221 e,CONFIRMED,18.36974658,2.939,1143.3,3.58,5244.0,0.81,582.0
2259,9963524,K00720.04,Kepler-221 b,CONFIRMED,2.79590004,2.056,383.7,1.66,5244.0,0.81,1090.0
2260,9964801,K00721.01,Kepler-654 b,CONFIRMED,13.72462702,6.9758,281.8,2.13,5817.0,1.171,831.0
2261,9965439,K00722.01,Kepler-655 b,CONFIRMED,46.40626,7.0281,469.1,2.66,6086.0,1.227,588.0
2262,12068975,K00623.02,Kepler-197 d,CONFIRMED,15.67750191,5.5082,115.5,1.42,6003.0,1.109,810.0
2263,12068975,K00623.03,Kepler-197 b,CONFIRMED,5.59931543,3.8944,84.8,1.22,6003.0,1.109,1142.0
2264,12068975,K00623.04,Kepler-197 e,CONFIRMED,25.2100146,6.553,62.1,0.95,6003.0,1.109,691.0
2265,3541946,K00624.01,Kepler-198 b,CONFIRMED,17.79001678,4.4116,871.4,2.7,5569.0,0.927,655.0
2266,3541946,K00624.02,Kepler-198 c,CONFIRMED,49.5674085,4.002,730.0,2.91,5569.0,0.927,465.0
2267,10264660,K00098.01,Kepler-14 b,CONFIRMED,6.790120801,6.0437,2302.3,9.86,6372.0,2.001,1434.0
2268,7447200,K00676.01,Kepler-210 c,CONFIRMED,7.972510087,2.9754,3139.0,3.22,3912.0,0.533,497.0
2269,7447200,K00676.02,Kepler-210 b,CONFIRMED,2.453236139,1.6691,1723.2,2.26,3912.0,0.533,737.0
2270,7509886,K00678.01,Kepler-211 c,CONFIRMED,6.0404622,1.98,241.0,1.3,5297.0,0.825,841.0
2271,7509886,K00678.02,Kepler-211 b,CONFIRMED,4.13852825,2.281,256.5,1.3,5297.0,0.825,954.0
